flight_number,date_utc,year,rocket,payload_mass_kg,orbit,launch_site,reused,flights,gridfins,legs,landing_success,success,upcoming
643,2023-04-05T00:00:00.000Z,2023,Falcon 9,5180.157982193603,LEO,CCSFS SLC 40,True,9,False,False,,True,False
644,2023-04-07T00:00:00.000Z,2023,Falcon 9,7895.448301173352,LEO,KSC LC 39A,True,2,True,True,True,True,False
645,2023-04-07T00:00:00.000Z,2023,Falcon Heavy,653.7320081139422,SSO,KSC LC 39A,True,8,True,True,True,True,False
646,2023-04-15T00:00:00.000Z,2023,Falcon 9,2643.4543032423344,LEO,VAFB SLC 4E,True,10,True,True,True,True,False
647,2023-04-16T00:00:00.000Z,2023,Falcon 9,15875.679817939423,VLEO,VAFB SLC 4E,True,12,True,True,True,True,False
648,2023-04-17T00:00:00.000Z,2023,Falcon 9,4621.859285731274,LEO,CCSFS SLC 40,True,5,False,False,,True,False
649,2023-04-18T00:00:00.000Z,2023,Falcon 9,813.3521434970035,SSO,KSC LC 39A,True,9,True,True,True,True,False
650,2023-04-18T00:00:00.000Z,2023,Falcon 9,5269.630208085959,LEO,VAFB SLC 4E,True,7,True,True,True,True,False
651,2023-04-20T00:00:00.000Z,2023,Falcon 9,14692.151742093949,VLEO,CCSFS SLC 40,True,11,True,True,True,True,False
652,2023-04-20T00:00:00.000Z,2023,Falcon 9,2104.026228275152,LEO,KSC LC 39A,True,12,True,True,True,True,False
653,2023-04-21T00:00:00.000Z,2023,Falcon 9,876.41072455025,SSO,CCSFS SLC 40,True,9,True,True,True,True,False
654,2023-04-21T00:00:00.000Z,2023,Falcon 9,4255.514554516457,GTO,VAFB SLC 4E,True,3,True,True,False,True,False
655,2023-04-24T00:00:00.000Z,2023,Falcon Heavy,5681.21036789343,GTO,KSC LC 39A,True,2,True,True,True,True,False
656,2023-05-02T00:00:00.000Z,2023,Falcon 9,2278.4720251187136,ISS,CCSFS SLC 40,True,8,True,True,True,True,False
657,2023-05-04T00:00:00.000Z,2023,Falcon 9,831.6104692393556,LEO,KSC LC 39A,False,1,True,True,True,True,False
658,2023-05-06T00:00:00.000Z,2023,Falcon 9,6657.397628210455,GTO,KSC LC 39A,True,10,True,True,True,True,False
659,2023-05-06T00:00:00.000Z,2023,Falcon 9,1483.2461541380435,LEO,CCSFS SLC 40,True,3,True,True,True,True,False
660,2023-05-06T00:00:00.000Z,2023,Falcon 9,2339.4357951885245,ISS,KSC LC 39A,True,3,False,False,,True,False
661,2023-05-07T00:00:00.000Z,2023,Falcon 9,5435.024017062964,GTO,CCSFS SLC 40,True,8,True,True,True,True,False
662,2023-05-08T00:00:00.000Z,2023,Falcon 9,15224.675222572841,LEO,CCSFS SLC 40,True,10,True,True,True,True,False
663,2023-05-16T00:00:00.000Z,2023,Falcon 9,2081.244319154135,PO,KSC LC 39A,True,3,True,True,True,True,False
664,2023-05-19T00:00:00.000Z,2023,Falcon 9,8987.312013892575,LEO,CCSFS SLC 40,True,3,False,False,,True,False
665,2023-05-22T00:00:00.000Z,2023,Falcon 9,14787.38685871854,VLEO,CCSFS SLC 40,True,3,True,True,True,True,False
666,2023-05-23T00:00:00.000Z,2023,Falcon 9,10916.202686664648,LEO,VAFB SLC 4E,True,10,True,True,True,True,False
667,2023-05-24T00:00:00.000Z,2023,Falcon 9,7232.511521562266,GTO,CCSFS SLC 40,True,7,True,True,True,True,False
668,2023-05-25T00:00:00.000Z,2023,Falcon 9,5057.165898633852,LEO,CCSFS SLC 40,False,1,True,True,False,True,False
669,2023-05-27T00:00:00.000Z,2023,Falcon 9,12833.555796053475,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
670,2023-06-01T00:00:00.000Z,2023,Falcon 9,538.7672742416162,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
671,2023-06-02T00:00:00.000Z,2023,Falcon 9,12151.878752545337,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
672,2023-06-03T00:00:00.000Z,2023,Falcon 9,859.1014043135731,SSO,KSC LC 39A,True,2,True,True,True,True,False
673,2023-06-03T00:00:00.000Z,2023,Falcon 9,5563.37721459456,GTO,CCSFS SLC 40,True,8,True,True,True,True,False
674,2023-06-04T00:00:00.000Z,2023,Falcon 9,2177.7483282289077,ISS,CCSFS SLC 40,True,2,True,True,True,True,False
675,2023-06-05T00:00:00.000Z,2023,Falcon 9,5811.099320603471,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
676,2023-06-05T00:00:00.000Z,2023,Falcon 9,4837.602680804582,LEO,VAFB SLC 4E,True,11,True,True,True,True,False
677,2023-06-07T00:00:00.000Z,2023,Falcon 9,3460.028368791765,ISS,CCSFS SLC 40,True,5,False,False,,True,False
678,2023-06-08T00:00:00.000Z,2023,Falcon 9,2604.453233682447,LEO,KSC LC 39A,True,12,True,True,True,True,False
679,2023-06-08T00:00:00.000Z,2023,Falcon 9,2528.0315468705226,ISS,CCSFS SLC 40,True,11,True,True,True,True,False
680,2023-06-08T00:00:00.000Z,2023,Falcon 9,5227.000522054756,GTO,VAFB SLC 4E,True,7,True,True,True,True,False
681,2023-06-12T00:00:00.000Z,2023,Falcon 9,14632.398642609953,VLEO,KSC LC 39A,False,1,True,True,True,True,False
682,2023-06-12T00:00:00.000Z,2023,Falcon 9,5283.362758768547,GTO,KSC LC 39A,True,4,True,True,True,True,False
683,2023-06-14T00:00:00.000Z,2023,Falcon 9,1101.7507898009462,SSO,CCSFS SLC 40,True,4,True,True,True,True,False
684,2023-06-15T00:00:00.000Z,2023,Falcon 9,3499.4087552786705,MEO,VAFB SLC 4E,True,11,True,True,True,True,False
685,2023-06-18T00:00:00.000Z,2023,Falcon 9,2972.114618254698,LEO,CCSFS SLC 40,True,3,True,True,True,True,False
686,2023-06-19T00:00:00.000Z,2023,Falcon 9,5512.020032389306,GTO,KSC LC 39A,True,10,True,True,False,True,False
687,2023-06-28T00:00:00.000Z,2023,Falcon 9,8101.161332691814,LEO,VAFB SLC 4E,True,10,True,True,True,True,False
688,2023-07-02T00:00:00.000Z,2023,Falcon 9,2522.513939403759,ISS,CCSFS SLC 40,True,6,True,True,True,True,False
689,2023-07-03T00:00:00.000Z,2023,Falcon 9,5287.055027996504,GTO,KSC LC 39A,True,10,True,True,True,True,False
690,2023-07-03T00:00:00.000Z,2023,Falcon 9,3587.2203346472716,ISS,CCSFS SLC 40,True,2,True,True,True,True,False
691,2023-07-03T00:00:00.000Z,2023,Falcon 9,1631.7972541509907,ISS,CCSFS SLC 40,True,3,True,True,True,True,False
692,2023-07-04T00:00:00.000Z,2023,Falcon 9,4826.1800139670395,GTO,VAFB SLC 4E,True,5,False,False,,True,False
693,2023-07-05T00:00:00.000Z,2023,Falcon 9,15527.19729237297,VLEO,CCSFS SLC 40,True,5,True,True,True,True,False
694,2023-07-06T00:00:00.000Z,2023,Falcon 9,8754.431591270159,LEO,CCSFS SLC 40,True,6,True,True,False,True,False
695,2023-07-08T00:00:00.000Z,2023,Falcon 9,9191.86779075255,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
696,2023-07-09T00:00:00.000Z,2023,Falcon 9,,LEO,KSC LC 39A,True,9,True,True,True,True,False
697,2023-07-11T00:00:00.000Z,2023,Falcon Heavy,1790.3893763709161,PO,KSC LC 39A,False,1,False,False,,True,False
698,2023-07-11T00:00:00.000Z,2023,Falcon 9,5576.723894223493,GTO,CCSFS SLC 40,True,2,True,True,True,True,False
699,2023-07-11T00:00:00.000Z,2023,Falcon 9,,LEO,CCSFS SLC 40,True,4,True,True,True,True,False
700,2023-07-11T00:00:00.000Z,2023,Falcon 9,12522.711007140962,VLEO,CCSFS SLC 40,False,1,True,True,True,True,False
701,2023-07-11T00:00:00.000Z,2023,Falcon 9,4132.91585025,MEO,CCSFS SLC 40,True,5,True,True,True,False,False
702,2023-07-13T00:00:00.000Z,2023,Falcon 9,17560.286886250993,VLEO,KSC LC 39A,True,2,True,True,True,False,False
703,2023-07-14T00:00:00.000Z,2023,Falcon 9,3779.8963108019943,ISS,CCSFS SLC 40,True,9,True,True,True,True,False
704,2023-07-14T00:00:00.000Z,2023,Falcon 9,6596.4890948507,LEO,VAFB SLC 4E,True,7,True,True,True,True,False
705,2023-07-15T00:00:00.000Z,2023,Falcon Heavy,9522.225007222456,LEO,KSC LC 39A,True,2,True,True,True,True,False
706,2023-07-20T00:00:00.000Z,2023,Falcon 9,2618.533769516502,ISS,VAFB SLC 4E,True,8,True,True,True,True,False
707,2023-07-20T00:00:00.000Z,2023,Falcon 9,3232.685253536016,LEO,KSC LC 39A,True,11,True,True,True,True,False
708,2023-07-24T00:00:00.000Z,2023,Falcon 9,1653.995238427357,PO,KSC LC 39A,True,12,True,True,True,True,False
709,2023-07-24T00:00:00.000Z,2023,Falcon 9,5034.085568855102,MEO,CCSFS SLC 40,True,12,True,True,True,True,False
710,2023-07-24T00:00:00.000Z,2023,Falcon 9,16325.027456638189,VLEO,CCSFS SLC 40,True,2,True,True,False,True,False
711,2023-07-25T00:00:00.000Z,2023,Falcon 9,1168.122867504676,SSO,CCSFS SLC 40,True,6,True,True,True,True,False
712,2023-07-26T00:00:00.000Z,2023,Falcon 9,1942.9656059265649,ISS,CCSFS SLC 40,True,5,True,True,True,True,False
713,2023-07-27T00:00:00.000Z,2023,Falcon 9,2223.483209341053,ISS,KSC LC 39A,True,5,True,True,True,True,False
714,2023-08-01T00:00:00.000Z,2023,Falcon 9,6864.422612094572,GTO,VAFB SLC 4E,True,4,True,True,True,True,False
715,2023-08-02T00:00:00.000Z,2023,Falcon 9,1608.187970975307,SSO,VAFB SLC 4E,False,1,True,True,True,True,False
716,2023-08-05T00:00:00.000Z,2023,Falcon 9,5366.734835907021,GTO,KSC LC 39A,True,6,True,True,True,True,False
717,2023-08-05T00:00:00.000Z,2023,Falcon 9,2060.278370062847,ISS,CCSFS SLC 40,True,2,True,True,True,True,False
718,2023-08-06T00:00:00.000Z,2023,Falcon 9,5037.69774218253,LEO,VAFB SLC 4E,True,6,True,True,True,True,False
719,2023-08-06T00:00:00.000Z,2023,Falcon 9,50.0,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
720,2023-08-07T00:00:00.000Z,2023,Falcon 9,1396.6889032229255,PO,CCSFS SLC 40,False,1,True,True,True,True,False
721,2023-08-08T00:00:00.000Z,2023,Falcon 9,2995.8008553835953,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
722,2023-08-09T00:00:00.000Z,2023,Falcon 9,16663.458849916646,LEO,CCSFS SLC 40,False,1,False,False,,True,False
723,2023-08-10T00:00:00.000Z,2023,Falcon 9,3334.3277522136086,ISS,KSC LC 39A,True,10,True,True,True,True,False
724,2023-08-11T00:00:00.000Z,2023,Falcon 9,13969.498899129137,VLEO,CCSFS SLC 40,True,4,True,True,True,True,False
725,2023-08-11T00:00:00.000Z,2023,Falcon 9,15680.45438188538,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
726,2023-08-12T00:00:00.000Z,2023,Falcon 9,4361.470611666438,MEO,VAFB SLC 4E,True,9,False,False,,True,False
727,2023-08-13T00:00:00.000Z,2023,Falcon 9,1177.0569529322706,SSO,KSC LC 39A,True,4,True,True,True,True,False
728,2023-08-13T00:00:00.000Z,2023,Falcon 9,3262.025760356155,ISS,CCSFS SLC 40,True,6,True,True,True,True,False
729,2023-08-14T00:00:00.000Z,2023,Falcon 9,5277.858584039573,GTO,VAFB SLC 4E,True,6,True,True,True,True,False
730,2023-08-15T00:00:00.000Z,2023,Falcon Heavy,4579.331350399839,GTO,KSC LC 39A,True,6,True,True,True,True,False
731,2023-08-16T00:00:00.000Z,2023,Falcon 9,7763.24558125075,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
732,2023-08-16T00:00:00.000Z,2023,Falcon 9,2139.7705426501893,ISS,CCSFS SLC 40,True,3,True,True,False,True,False
733,2023-08-19T00:00:00.000Z,2023,Falcon 9,12302.575616487751,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
734,2023-08-20T00:00:00.000Z,2023,Falcon 9,3112.044049857921,ISS,VAFB SLC 4E,True,9,True,True,True,True,False
735,2023-08-22T00:00:00.000Z,2023,Falcon 9,1147.3879328745645,SSO,KSC LC 39A,True,7,True,True,True,True,False
736,2023-08-23T00:00:00.000Z,2023,Falcon Heavy,,GTO,KSC LC 39A,True,9,True,True,True,True,False
737,2023-08-23T00:00:00.000Z,2023,Falcon 9,2036.022111393195,ISS,CCSFS SLC 40,False,1,True,True,True,True,False
738,2023-08-26T00:00:00.000Z,2023,Falcon 9,5429.464274686814,GTO,CCSFS SLC 40,True,11,True,True,True,True,False
739,2023-08-28T00:00:00.000Z,2023,Falcon 9,5852.570169748106,LEO,KSC LC 39A,True,10,True,True,True,True,False
740,2023-09-01T00:00:00.000Z,2023,Falcon 9,5101.062873260983,LEO,KSC LC 39A,True,8,True,True,True,True,False
741,2023-09-05T00:00:00.000Z,2023,Falcon 9,12707.145496481131,LEO,KSC LC 39A,True,8,True,True,True,True,False
742,2023-09-06T00:00:00.000Z,2023,Falcon 9,15977.554653909698,LEO,CCSFS SLC 40,True,8,True,True,True,True,False
743,2023-09-08T00:00:00.000Z,2023,Falcon 9,,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
744,2023-09-10T00:00:00.000Z,2023,Falcon 9,6418.685293975332,LEO,CCSFS SLC 40,True,6,True,True,True,True,False
745,2023-09-10T00:00:00.000Z,2023,Falcon 9,1731.182151961612,PO,KSC LC 39A,True,2,True,True,True,True,False
746,2023-09-10T00:00:00.000Z,2023,Falcon 9,,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
747,2023-09-11T00:00:00.000Z,2023,Falcon 9,8682.154301687853,LEO,CCSFS SLC 40,False,1,False,False,,True,False
748,2023-09-11T00:00:00.000Z,2023,Falcon 9,50.0,LEO,CCSFS SLC 40,True,8,True,True,True,True,False
749,2023-09-13T00:00:00.000Z,2023,Falcon 9,12214.964635217422,VLEO,CCSFS SLC 40,True,5,True,True,True,True,False
750,2023-09-13T00:00:00.000Z,2023,Falcon 9,,GTO,CCSFS SLC 40,True,11,True,True,True,True,False
751,2023-09-13T00:00:00.000Z,2023,Falcon 9,2976.9089229492106,ISS,CCSFS SLC 40,True,11,True,True,True,True,False
752,2023-09-14T00:00:00.000Z,2023,Falcon 9,9047.232390856618,LEO,VAFB SLC 4E,True,12,True,True,True,True,False
753,2023-09-14T00:00:00.000Z,2023,Falcon 9,12764.665102097577,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
754,2023-09-16T00:00:00.000Z,2023,Falcon 9,4105.422442568665,MEO,CCSFS SLC 40,True,2,True,True,True,True,False
755,2023-09-16T00:00:00.000Z,2023,Falcon 9,2770.652370222293,ISS,KSC LC 39A,True,10,True,True,True,True,False
756,2023-09-17T00:00:00.000Z,2023,Falcon 9,7080.7873048671545,LEO,KSC LC 39A,True,12,True,True,True,True,False
757,2023-09-18T00:00:00.000Z,2023,Falcon 9,7225.507558482329,LEO,KSC LC 39A,True,11,False,False,,True,False
758,2023-09-19T00:00:00.000Z,2023,Falcon 9,1624.7170940113983,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
759,2023-09-19T00:00:00.000Z,2023,Falcon 9,4945.02657406798,GTO,VAFB SLC 4E,True,11,True,True,True,True,False
760,2023-09-21T00:00:00.000Z,2023,Falcon 9,13870.313409313561,VLEO,CCSFS SLC 40,True,6,True,True,True,True,False
761,2023-09-22T00:00:00.000Z,2023,Falcon 9,,LEO,KSC LC 39A,True,12,True,True,True,True,False
762,2023-09-24T00:00:00.000Z,2023,Falcon 9,2588.907326722849,ISS,KSC LC 39A,False,1,True,True,True,True,False
763,2023-09-24T00:00:00.000Z,2023,Falcon 9,2822.4603125364024,ISS,CCSFS SLC 40,True,11,True,True,True,True,False
764,2023-09-25T00:00:00.000Z,2023,Falcon 9,11539.325380993236,LEO,CCSFS SLC 40,True,2,True,True,True,True,False
765,2023-09-25T00:00:00.000Z,2023,Falcon 9,3215.0028613747827,ISS,CCSFS SLC 40,True,7,True,True,True,True,False
766,2023-09-26T00:00:00.000Z,2023,Falcon 9,1336.7484237978847,ISS,KSC LC 39A,False,1,False,False,,True,False
767,2023-09-28T00:00:00.000Z,2023,Falcon 9,1846.445127917019,ISS,KSC LC 39A,True,2,True,True,True,True,False
768,2023-09-28T00:00:00.000Z,2023,Falcon 9,2025.6793301662483,ISS,VAFB SLC 4E,True,8,True,True,True,True,False
769,2023-10-01T00:00:00.000Z,2023,Falcon 9,7212.81553098272,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
770,2023-10-03T00:00:00.000Z,2023,Falcon 9,2404.7003701190474,ISS,CCSFS SLC 40,True,10,True,True,True,True,False
771,2023-10-04T00:00:00.000Z,2023,Falcon 9,5417.813585181702,LEO,KSC LC 39A,False,1,True,True,True,True,False
772,2023-10-04T00:00:00.000Z,2023,Falcon 9,4705.42103690716,GTO,CCSFS SLC 40,True,10,True,True,True,True,False
773,2023-10-05T00:00:00.000Z,2023,Falcon 9,1748.593037078117,SSO,CCSFS SLC 40,True,11,True,True,True,True,False
774,2023-10-07T00:00:00.000Z,2023,Falcon Heavy,2690.7992166484282,ISS,KSC LC 39A,False,1,True,True,True,True,False
775,2023-10-07T00:00:00.000Z,2023,Falcon 9,8544.670728486084,LEO,CCSFS SLC 40,True,2,True,True,True,True,False
776,2023-10-08T00:00:00.000Z,2023,Falcon 9,1885.141558995288,SSO,VAFB SLC 4E,True,11,True,True,True,True,False
777,2023-10-09T00:00:00.000Z,2023,Falcon Heavy,3492.6478857819175,LEO,KSC LC 39A,True,10,True,True,True,True,False
778,2023-10-10T00:00:00.000Z,2023,Falcon 9,2127.808340487004,ISS,VAFB SLC 4E,True,11,True,True,True,True,False
779,2023-10-15T00:00:00.000Z,2023,Falcon 9,3551.588532730563,ISS,CCSFS SLC 40,True,4,True,True,True,True,False
780,2023-10-15T00:00:00.000Z,2023,Falcon 9,6616.536891573765,GTO,CCSFS SLC 40,True,8,True,True,True,True,False
781,2023-10-16T00:00:00.000Z,2023,Falcon 9,418.8482565379196,SSO,KSC LC 39A,True,4,True,True,True,True,False
782,2023-10-16T00:00:00.000Z,2023,Falcon 9,10763.609858525177,LEO,VAFB SLC 4E,True,2,True,True,True,True,False
783,2023-10-17T00:00:00.000Z,2023,Falcon 9,3657.6596030951478,MEO,KSC LC 39A,True,11,True,True,True,True,False
784,2023-10-18T00:00:00.000Z,2023,Falcon 9,1737.892090446551,PO,CCSFS SLC 40,True,11,False,False,,True,False
785,2023-10-18T00:00:00.000Z,2023,Falcon 9,3967.600365008991,LEO,KSC LC 39A,True,7,True,True,True,True,False
786,2023-10-19T00:00:00.000Z,2023,Falcon 9,6026.72277822297,GTO,CCSFS SLC 40,False,1,True,True,True,True,False
787,2023-10-20T00:00:00.000Z,2023,Falcon 9,10749.775400332743,LEO,KSC LC 39A,True,9,True,True,True,True,False
788,2023-10-23T00:00:00.000Z,2023,Falcon 9,,VLEO,CCSFS SLC 40,True,10,True,True,True,True,False
789,2023-10-24T00:00:00.000Z,2023,Falcon 9,5410.815715816757,GTO,KSC LC 39A,True,2,True,True,True,True,False
790,2023-10-24T00:00:00.000Z,2023,Falcon 9,1707.0865967786867,LEO,CCSFS SLC 40,True,4,True,True,True,True,False
791,2023-10-25T00:00:00.000Z,2023,Falcon 9,50.0,LEO,KSC LC 39A,True,9,True,True,True,True,False
792,2023-10-27T00:00:00.000Z,2023,Falcon 9,1816.4318716545047,SSO,CCSFS SLC 40,True,7,True,True,True,True,False
793,2023-10-27T00:00:00.000Z,2023,Falcon 9,9251.855132130671,LEO,CCSFS SLC 40,True,9,True,True,False,True,False
794,2023-10-28T00:00:00.000Z,2023,Falcon 9,9392.262065706253,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
795,2023-11-01T00:00:00.000Z,2023,Falcon 9,10586.005282166037,LEO,KSC LC 39A,True,4,True,True,True,True,False
796,2023-11-01T00:00:00.000Z,2023,Falcon 9,4849.621866593499,LEO,VAFB SLC 4E,True,7,True,True,True,True,False
797,2023-11-01T00:00:00.000Z,2023,Falcon 9,7434.30743126574,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
798,2023-11-04T00:00:00.000Z,2023,Falcon 9,3629.7242058794664,ISS,VAFB SLC 4E,True,10,False,False,,True,False
799,2023-11-05T00:00:00.000Z,2023,Falcon 9,1674.8875497350382,ISS,CCSFS SLC 40,True,8,True,True,True,True,False
800,2023-11-06T00:00:00.000Z,2023,Falcon 9,,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
801,2023-11-14T00:00:00.000Z,2023,Falcon 9,13705.221506483584,VLEO,KSC LC 39A,True,12,True,True,True,True,False
802,2023-11-23T00:00:00.000Z,2023,Falcon Heavy,923.622874989016,LEO,KSC LC 39A,True,10,True,True,True,True,False
803,2023-11-24T00:00:00.000Z,2023,Falcon 9,5441.354543673378,GTO,CCSFS SLC 40,False,1,True,True,True,True,False
804,2023-11-26T00:00:00.000Z,2023,Falcon 9,11412.59405094981,LEO,VAFB SLC 4E,True,7,True,True,True,True,False
805,2023-11-27T00:00:00.000Z,2023,Falcon 9,13227.806555066145,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
806,2023-11-27T00:00:00.000Z,2023,Falcon 9,50.0,LEO,CCSFS SLC 40,True,6,True,True,True,True,False
807,2023-12-02T00:00:00.000Z,2023,Falcon Heavy,10603.512164528815,LEO,KSC LC 39A,True,5,True,True,True,True,False
808,2023-12-04T00:00:00.000Z,2023,Falcon 9,9748.482565756469,LEO,VAFB SLC 4E,True,9,True,True,True,True,False
809,2023-12-05T00:00:00.000Z,2023,Falcon 9,50.0,LEO,CCSFS SLC 40,True,12,False,False,,True,False
810,2023-12-05T00:00:00.000Z,2023,Falcon 9,1764.4955504810086,SSO,CCSFS SLC 40,True,2,False,False,,True,False
811,2023-12-09T00:00:00.000Z,2023,Falcon 9,6713.7213069951595,LEO,VAFB SLC 4E,True,9,False,False,,False,False
812,2023-12-09T00:00:00.000Z,2023,Falcon Heavy,1117.6386524948684,PO,KSC LC 39A,True,5,True,True,True,True,False
813,2023-12-12T00:00:00.000Z,2023,Falcon 9,4602.90632337536,GTO,KSC LC 39A,True,4,True,True,True,True,False
814,2023-12-14T00:00:00.000Z,2023,Falcon 9,15699.493158255626,VLEO,KSC LC 39A,True,6,True,True,True,True,False
815,2023-12-14T00:00:00.000Z,2023,Falcon 9,5336.095365215089,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
816,2023-12-15T00:00:00.000Z,2023,Falcon 9,,SSO,CCSFS SLC 40,True,7,True,True,True,True,False
817,2023-12-16T00:00:00.000Z,2023,Falcon 9,708.4490361708624,SSO,KSC LC 39A,True,6,False,False,,True,False
818,2023-12-17T00:00:00.000Z,2023,Falcon 9,1820.81863144937,SSO,CCSFS SLC 40,False,1,False,False,,True,False
819,2023-12-17T00:00:00.000Z,2023,Falcon 9,4765.756016814011,GTO,KSC LC 39A,True,11,True,True,True,True,False
820,2023-12-18T00:00:00.000Z,2023,Falcon 9,2020.3090884672076,PO,CCSFS SLC 40,True,9,True,True,True,True,False
821,2023-12-18T00:00:00.000Z,2023,Falcon 9,,ISS,KSC LC 39A,True,4,True,True,True,True,False
822,2023-12-19T00:00:00.000Z,2023,Falcon Heavy,7760.148457017944,LEO,KSC LC 39A,True,10,True,True,True,True,False
823,2023-12-20T00:00:00.000Z,2023,Falcon 9,10866.869451300481,LEO,CCSFS SLC 40,True,2,True,True,True,True,False
824,2023-12-20T00:00:00.000Z,2023,Falcon 9,7954.923971976653,LEO,CCSFS SLC 40,True,6,True,True,True,True,False
825,2023-12-22T00:00:00.000Z,2023,Falcon 9,1844.2597517816175,LEO,CCSFS SLC 40,True,5,True,True,True,True,False
826,2023-12-22T00:00:00.000Z,2023,Falcon 9,14844.291800259785,LEO,KSC LC 39A,False,1,True,True,True,True,False
827,2023-12-28T00:00:00.000Z,2023,Falcon 9,1079.524433448635,PO,CCSFS SLC 40,True,5,True,True,True,True,False
828,2024-01-02T00:00:00.000Z,2024,Falcon 9,15336.242228277632,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
829,2024-01-02T00:00:00.000Z,2024,Falcon 9,10914.083463777586,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
830,2024-01-04T00:00:00.000Z,2024,Falcon 9,5461.149823042554,MEO,CCSFS SLC 40,True,6,False,False,,True,False
831,2024-01-05T00:00:00.000Z,2024,Falcon 9,8021.0100300922195,LEO,VAFB SLC 4E,True,7,False,False,,True,False
832,2024-01-05T00:00:00.000Z,2024,Falcon 9,2900.9187061345788,ISS,CCSFS SLC 40,True,9,True,True,True,True,False
833,2024-01-06T00:00:00.000Z,2024,Falcon 9,5821.628474940107,GTO,CCSFS SLC 40,True,4,True,True,True,True,False
834,2024-01-06T00:00:00.000Z,2024,Falcon 9,9986.114116384773,LEO,KSC LC 39A,True,10,True,True,True,True,False
835,2024-01-08T00:00:00.000Z,2024,Falcon 9,7711.681682868302,GTO,CCSFS SLC 40,True,7,True,True,True,True,False
836,2024-01-11T00:00:00.000Z,2024,Falcon 9,6288.052575580947,LEO,CCSFS SLC 40,False,1,False,False,,True,False
837,2024-01-12T00:00:00.000Z,2024,Falcon 9,1164.3175541106584,PO,VAFB SLC 4E,True,10,True,True,True,True,False
838,2024-01-12T00:00:00.000Z,2024,Falcon Heavy,3696.569172825941,MEO,KSC LC 39A,True,3,True,True,True,True,False
839,2024-01-13T00:00:00.000Z,2024,Falcon 9,8453.861449569713,LEO,VAFB SLC 4E,True,3,True,True,True,True,False
840,2024-01-14T00:00:00.000Z,2024,Falcon 9,6687.135402323708,GTO,VAFB SLC 4E,True,5,True,True,True,True,False
841,2024-01-15T00:00:00.000Z,2024,Falcon 9,4917.916975168386,GTO,KSC LC 39A,True,6,True,True,True,True,False
842,2024-01-15T00:00:00.000Z,2024,Falcon 9,,LEO,KSC LC 39A,True,10,True,True,True,True,False
843,2024-01-18T00:00:00.000Z,2024,Falcon 9,,GTO,CCSFS SLC 40,True,9,True,True,True,True,False
844,2024-01-18T00:00:00.000Z,2024,Falcon 9,2924.2113942244896,LEO,CCSFS SLC 40,True,4,True,True,True,True,False
845,2024-01-19T00:00:00.000Z,2024,Falcon 9,2831.8460722151467,ISS,KSC LC 39A,True,11,True,True,True,True,False
846,2024-01-20T00:00:00.000Z,2024,Falcon 9,11969.889379744298,LEO,VAFB SLC 4E,True,12,True,True,True,True,False
847,2024-01-21T00:00:00.000Z,2024,Falcon 9,5722.441393669935,GTO,VAFB SLC 4E,True,10,True,True,True,True,False
848,2024-01-22T00:00:00.000Z,2024,Falcon 9,16487.15413997627,VLEO,VAFB SLC 4E,True,2,True,True,True,True,False
849,2024-01-25T00:00:00.000Z,2024,Falcon 9,3159.572516939915,MEO,CCSFS SLC 40,False,1,False,False,,True,False
850,2024-01-25T00:00:00.000Z,2024,Falcon 9,5387.068687644869,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
851,2024-01-26T00:00:00.000Z,2024,Falcon 9,9112.863036664108,LEO,CCSFS SLC 40,True,5,True,True,True,True,False
852,2024-02-02T00:00:00.000Z,2024,Falcon 9,11889.750242055192,LEO,CCSFS SLC 40,True,10,False,False,,True,False
853,2024-02-02T00:00:00.000Z,2024,Falcon 9,2309.561036234386,LEO,KSC LC 39A,True,2,True,True,True,True,False
854,2024-02-02T00:00:00.000Z,2024,Falcon 9,6093.244396857838,LEO,VAFB SLC 4E,True,8,True,True,True,True,False
855,2024-02-03T00:00:00.000Z,2024,Falcon 9,16137.345925221749,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
856,2024-02-05T00:00:00.000Z,2024,Falcon 9,8353.694177517667,LEO,CCSFS SLC 40,True,4,True,True,True,True,False
